100

H 8.85699 2.5594 7.43955
H 0.980223 4.20054 3.22458
H 7.68206 8.23049 9.67541
H 4.42666 3.49192 8.68985
H 4.43435 4.48051 5.96895
H 2.22323 6.09576 1.41761
H 0.066022 7.6359 6.58604
H 9.30259 0.30323 3.63438
H 9.96343 9.78546 6.38156
H 0.581925 6.08485 4.39528
H 6.37323 9.54247 8.1839
H 7.33721 1.2813 1.18082
H 4.85132 2.6503 7.99656
H 0.649876 3.74485 8.53782
H 5.71704 2.3856 0.9187
H 3.47309 3.91474 3.57734
H 3.20918 1.67061 8.92263
H 4.69516 0.0576979 1.38286
H 9.83112 8.86959 5.80991
H 9.70624 3.88449 8.37617
H 3.5833 6.98951 0.823606
H 4.57923 4.36332 2.97442
H 2.41437 2.59724 0.657261
H 3.37968 0.868124 3.43768
H 3.5874 6.36236 9.18163
H 6.1324 4.91644 9.6273
H 0.491911 7.8121 5.57556
H 2.61948 0.00781547 1.66253
H 1.33572 8.7256 2.90531
H 4.52422 3.10641 3.12954
H 0.547914 9.31788 1.59523
H 7.34012 6.71521 8.19888
H 3.93833 5.30193 5.22316
H 3.0456 4.26299 8.05842
H 2.44881 2.65273 1.90699
H 7.05933 0.671997 9.73914
H 4.44157 5.27796 4.01076
H 5.96698 6.22389 8.83545
H 8.61187 1.36865 6.86502
H 9.20659 8.1628 3.65467
H 5.07425 0.841071 2.65999
H 8.51633 2.31566 5.45589
H 1.90574 7.51348 5.44401
H 6.75579 6.60377 7.1242
H 4.34906 0.079231 9.97867
H 7.78076 3.18513 7.00074
H 7.21103 5.64548 5.29951
H 6.405 1.51477 0.609614
H 8.54851 5.3323 4.96785
H 7.9324 4.54168 1.64583
H 8.06209 2.85076 8.1007
H 2.08097 0.355554 3.64048
H 4.89133 1.77933 0.25979
H 7.63538 5.81467 1.54277
H 7.52088 3.36216 0.54719
H 2.15626 8.26212 6.2045
H 7.96647 5.21541 7.11272
H 4.52951 3.74155 1.75074
H 9.89846 6.66622 6.11503
H 7.77397 1.87842 6.34295
H 0.745594 6.26715 7.30766
H 1.45277 1.52139 2.16761
H 3.89746 3.60326 5.49386
H 8.55718 8.15822 2.45505
H 2.11332 8.62181 9.60578
H 6.31169 0.58498 3.37956
H 2.32848 6.52133 5.40889
H 5.3783 2.53656 5.78565
H 4.04468 3.98535 0.553162
H 5.03005 6.89748 2.25948
H 0.199583 3.88117 5.47861
H 5.64355 0.970096 2.53492
H 0.74373 9.38161 4.23051
H 9.61211 0.103761 8.34616
H 7.46822 4.80719 8.298
H 8.04726 6.27036 7.32196
H 6.18905 0.838585 5.99151
H 1.50251 5.33423 5.21506
H 3.99046 3.82615 6.78359
H 9.37109 5.22893 7.85819
H 0.638251 7.2962 0.684595
H 3.07176 9.65776 5.20507
H 1.23353 1.96843 4.48354
H 3.14841 2.8117 5.60453
100

H 5.67047 0.546928 0.74
H 4.08647 2.45031 0.459746
H 7.9975 9.86714 6.484
H 8.95485 0.367891 5.16269
H 8.91336 3.857 2.6082
H 4.44116 2.69647 5.26701
H 5.78563 8.35592 5.24756
H 3.82568 4.93702 9.88933
H 3.1691 8.00694 0.6495
H 7.76366 0.760971 0.590034
H 5.54924 0.238697 9.10029
H 7.87854 0.0175245 2.37943
H 1.35598 3.0283 0.485184
H 2.56431 5.16056 6.18834
H 8.00256 6.6978 0.199947
H 2.34125 4.01869 3.69191
H 8.86037 2.55769 7.43444
H 0.981058 4.20042 3.22497
H 7.68213 8.23011 9.67546
H 4.42674 3.49117 8.68904
H 4.44888 4.44718 6.00746
H 2.22347 6.096 1.41744
H 0.0600669 7.63804 6.60163
H 9.30307 0.302895 3.63438
H 9.9644 9.79532 6.38737
H 0.582583 6.08442 4.39607
H 1.67345 9.47003 3.37857
H 7.33747 1.28084 1.18104
H 4.85062 2.65111 7.99726
H 0.664359 3.74151 8.54089
H 5.73939 2.39987 0.935451
H 3.4748 3.91481 3.57666
H 3.20953 1.67073 8.92274
H 4.69635 0.0586631 1.38132
H 9.83083 8.85788 5.80389
H 9.70492 3.83609 8.39322
H 3.58336 6.98856 0.823628
H 4.57784 4.36128 2.97478
H 2.4138 2.59761 0.658727
H 3.37864 0.867697 3.43779
H 3.58749 6.36202 9.18216
H 6.13232 4.91702 9.62693
H 0.488067 7.80349 5.54581
H 2.61941 0.00789058 1.66269
H 1.36496 8.68012 2.84997
H 4.5234 3.10897 3.12911
H 0.547771 9.31791 1.59584
H 7.33993 6.71413 8.1966
H 3.90605 5.32772 5.23947
H 3.04619 4.26276 8.0582
H 2.44828 2.65223 1.90534
H 3.22363 3.05518 3.25537
H 4.45787 5.28235 3.95599
H 5.96762 6.2235 8.83545
H 8.62807 1.43091 6.89755
H 9.20528 8.1626 3.65342
H 0.624934 1.33112 3.21672
H 8.51537 2.31483 5.45755
H 1.90193 7.51898 5.44362
H 6.75795 6.60334 7.12592
H 4.3504 0.0796971 9.97943
H 7.78243 3.18318 7.00205
H 7.21213 5.64526 5.29944
H 6.40238 1.51418 0.609567
H 8.54754 5.33254 4.96796
H 7.93249 4.54281 1.64611
H 8.05702 2.85302 8.10345
H 2.08118 0.355654 3.64034
H 4.8788 1.75699 0.241594
H 7.63582 5.81339 1.54257
H 0.67708 5.29288 2.91462
H 2.15594 8.26285 6.20481
H 7.96604 5.20892 7.11175
H 4.52942 3.74163 1.75217
H 9.86546 6.67838 6.06686
H 7.77552 1.87927 6.34257
H 0.778382 6.2514 7.35369
H 1.45338 1.52176 2.16753
H 3.8984 3.6085 5.49565
H 8.55697 8.15784 2.45729
H 2.11365 8.62158 9.60618
H 6.31117 0.585009 3.37876
H 2.33042 6.51441 5.40887
H 5.3847 2.53546 5.78937
H 6.12109 9.34851 6.15021
H 5.078 7.05995 2.18263
H 0.199611 3.88123 5.47848
H 9.30165 1.79861 1.73134
H 0.719546 9.4083 4.28452
H 9.61208 0.103779 8.34599
H 6.83472 3.59395 7.08984
H 8.04574 6.27777 7.32426
H 6.18913 0.838765 5.99155
H 1.50299 5.33531 5.21526
H 3.9905 3.82649 6.78132
H 9.35715 5.28045 7.83802
H 0.638305 7.29624 0.684635
H 3.01708 9.5817 5.11712
H 1.23466 1.97217 4.48336
H 3.14832 2.81018 5.60459
100

H 5.66947 0.548497 0.740057
H 4.07748 2.45697 0.461422
H 7.94814 9.80265 6.51184
H 8.98865 0.371377 5.10242
H 8.91294 3.85744 2.60793
H 4.43425 2.69578 5.26312
H 5.78568 8.35606 5.24768
H 3.82568 4.93727 9.88906
H 3.16841 8.00785 0.648994
H 2.5201 0.91984 5.47437
H 5.54866 0.238705 9.10115
H 7.8786 0.0176611 2.37932
H 1.35718 3.02779 0.485511
H 2.56396 5.16103 6.18716
H 7.9928 6.76262 0.266359
H 2.34104 4.01863 3.69151
